User_ID,Segment,Trend_Affinity,Geography
U_B07_08958,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_08959,Fitness Enthusiast,Value-Pack,Tier 1
U_B07_08960,Premium Gourmet,Luxury,Tier 3
U_B07_08961,Premium Gourmet,High-Protein,Tier 1
U_B07_08962,Budget Parent,Value-Pack,Tier 3
U_B07_08963,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_08964,Budget Parent,High-Protein,Tier 1
U_B07_08965,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_08966,Budget Parent,Luxury,Tier 2
U_B07_08967,Gen-Z Trendseeker,Vegan,Tier 2
U_B07_08968,Budget Parent,Value-Pack,Tier 1
U_B07_08969,Premium Gourmet,Value-Pack,Tier 3
U_B07_08970,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_08971,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_08972,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_08973,Premium Gourmet,Vegan,Tier 2
U_B07_08974,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_08975,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_08976,Budget Parent,Luxury,Tier 2
U_B07_08977,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_08978,Premium Gourmet,High-Protein,Tier 2
U_B07_08979,Budget Parent,Luxury,Tier 2
U_B07_08980,Budget Parent,High-Protein,Tier 2
U_B07_08981,Budget Parent,Value-Pack,Tier 1
U_B07_08982,Premium Gourmet,Vegan,Tier 2
U_B07_08983,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_08984,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_08985,Budget Parent,Value-Pack,Tier 2
U_B07_08986,Premium Gourmet,Vegan,Tier 2
U_B07_08987,Premium Gourmet,High-Protein,Tier 2
U_B07_08988,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_08989,Premium Gourmet,High-Protein,Tier 2
U_B07_08990,Premium Gourmet,Luxury,Tier 2
U_B07_08991,Budget Parent,Value-Pack,Tier 3
U_B07_08992,Budget Parent,Luxury,Tier 1
U_B07_08993,Premium Gourmet,Vegan,Tier 3
U_B07_08994,Budget Parent,High-Protein,Tier 3
U_B07_08995,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_08996,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_08997,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_08998,Fitness Enthusiast,High-Protein,Tier 2
U_B07_08999,Fitness Enthusiast,Luxury,Tier 3
U_B07_09000,Budget Parent,Value-Pack,Tier 2
U_B07_09001,Budget Parent,Value-Pack,Tier 2
U_B07_09002,Budget Parent,High-Protein,Tier 3
U_B07_09003,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B07_09004,Fitness Enthusiast,Vegan,Tier 1
U_B07_09005,Premium Gourmet,Luxury,Tier 2
U_B07_09006,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09007,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B07_09008,Premium Gourmet,Value-Pack,Tier 3
U_B07_09009,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_09010,Fitness Enthusiast,Luxury,Tier 2
U_B07_09011,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09012,Fitness Enthusiast,Luxury,Tier 1
U_B07_09013,Gen-Z Trendseeker,High-Protein,Tier 1
U_B07_09014,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_09015,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09016,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09017,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09018,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09019,Premium Gourmet,High-Protein,Tier 3
U_B07_09020,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09021,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09022,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09023,Budget Parent,Vegan,Tier 1
U_B07_09024,Premium Gourmet,Value-Pack,Tier 2
U_B07_09025,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09026,Fitness Enthusiast,Luxury,Tier 1
U_B07_09027,Budget Parent,Vegan,Tier 3
U_B07_09028,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09029,Budget Parent,Value-Pack,Tier 2
U_B07_09030,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09031,Budget Parent,High-Protein,Tier 2
U_B07_09032,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09033,Premium Gourmet,Value-Pack,Tier 3
U_B07_09034,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09035,Budget Parent,High-Protein,Tier 3
U_B07_09036,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09037,Budget Parent,Value-Pack,Tier 1
U_B07_09038,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09039,Budget Parent,Vegan,Tier 3
U_B07_09040,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09041,Budget Parent,Luxury,Tier 3
U_B07_09042,Premium Gourmet,High-Protein,Tier 1
U_B07_09043,Premium Gourmet,Value-Pack,Tier 2
U_B07_09044,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09045,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B07_09046,Premium Gourmet,Value-Pack,Tier 2
U_B07_09047,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B07_09048,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09049,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09050,Premium Gourmet,High-Protein,Tier 1
U_B07_09051,Premium Gourmet,Vegan,Tier 1
U_B07_09052,Fitness Enthusiast,Vegan,Tier 3
U_B07_09053,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09054,Premium Gourmet,Value-Pack,Tier 1
U_B07_09055,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09056,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09057,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09058,Budget Parent,Vegan,Tier 3
U_B07_09059,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09060,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09061,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09062,Fitness Enthusiast,Luxury,Tier 2
U_B07_09063,Budget Parent,Luxury,Tier 2
U_B07_09064,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09065,Fitness Enthusiast,Luxury,Tier 1
U_B07_09066,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09067,Fitness Enthusiast,Luxury,Tier 2
U_B07_09068,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09069,Budget Parent,High-Protein,Tier 1
U_B07_09070,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09071,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09072,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_09073,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B07_09074,Premium Gourmet,High-Protein,Tier 2
U_B07_09075,Budget Parent,Value-Pack,Tier 1
U_B07_09076,Budget Parent,High-Protein,Tier 2
U_B07_09077,Premium Gourmet,High-Protein,Tier 2
U_B07_09078,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09079,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09080,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09081,Premium Gourmet,Luxury,Tier 2
U_B07_09082,Premium Gourmet,Vegan,Tier 3
U_B07_09083,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09084,Premium Gourmet,High-Protein,Tier 3
U_B07_09085,Budget Parent,Luxury,Tier 1
U_B07_09086,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09087,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09088,Premium Gourmet,Vegan,Tier 2
U_B07_09089,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09090,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09091,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09092,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09093,Premium Gourmet,Value-Pack,Tier 2
U_B07_09094,Premium Gourmet,High-Protein,Tier 2
U_B07_09095,Fitness Enthusiast,Luxury,Tier 3
U_B07_09096,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09097,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09098,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09099,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_09100,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09101,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09102,Fitness Enthusiast,Vegan,Tier 3
U_B07_09103,Budget Parent,Vegan,Tier 2
U_B07_09104,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09105,Premium Gourmet,High-Protein,Tier 3
U_B07_09106,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09107,Fitness Enthusiast,Vegan,Tier 3
U_B07_09108,Budget Parent,Luxury,Tier 2
U_B07_09109,Budget Parent,Vegan,Tier 2
U_B07_09110,Gen-Z Trendseeker,High-Protein,Tier 1
U_B07_09111,Premium Gourmet,Luxury,Tier 2
U_B07_09112,Budget Parent,Luxury,Tier 2
U_B07_09113,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09114,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B07_09115,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09116,Budget Parent,Vegan,Tier 3
U_B07_09117,Premium Gourmet,Vegan,Tier 2
U_B07_09118,Budget Parent,Value-Pack,Tier 1
U_B07_09119,Premium Gourmet,Luxury,Tier 2
U_B07_09120,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09121,Budget Parent,Vegan,Tier 1
U_B07_09122,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09123,Budget Parent,High-Protein,Tier 3
U_B07_09124,Premium Gourmet,Value-Pack,Tier 2
U_B07_09125,Premium Gourmet,Luxury,Tier 2
U_B07_09126,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09127,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B07_09128,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09129,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09130,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09131,Gen-Z Trendseeker,Vegan,Tier 2
U_B07_09132,Budget Parent,Vegan,Tier 1
U_B07_09133,Budget Parent,Value-Pack,Tier 3
U_B07_09134,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09135,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09136,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09137,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09138,Fitness Enthusiast,Luxury,Tier 1
U_B07_09139,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09140,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09141,Budget Parent,Value-Pack,Tier 3
U_B07_09142,Premium Gourmet,Luxury,Tier 2
U_B07_09143,Premium Gourmet,Luxury,Tier 3
U_B07_09144,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09145,Budget Parent,Value-Pack,Tier 1
U_B07_09146,Fitness Enthusiast,Vegan,Tier 2
U_B07_09147,Fitness Enthusiast,Vegan,Tier 3
U_B07_09148,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09149,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09150,Premium Gourmet,Vegan,Tier 2
U_B07_09151,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09152,Premium Gourmet,Value-Pack,Tier 1
U_B07_09153,Fitness Enthusiast,Vegan,Tier 2
U_B07_09154,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09155,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09156,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09157,Fitness Enthusiast,Vegan,Tier 3
U_B07_09158,Budget Parent,Vegan,Tier 1
U_B07_09159,Premium Gourmet,Vegan,Tier 3
U_B07_09160,Budget Parent,Vegan,Tier 3
U_B07_09161,Fitness Enthusiast,Luxury,Tier 2
U_B07_09162,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09163,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09164,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09165,Premium Gourmet,Value-Pack,Tier 3
U_B07_09166,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09167,Budget Parent,Value-Pack,Tier 2
U_B07_09168,Fitness Enthusiast,Vegan,Tier 1
U_B07_09169,Fitness Enthusiast,Luxury,Tier 1
U_B07_09170,Premium Gourmet,High-Protein,Tier 1
U_B07_09171,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B07_09172,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09173,Budget Parent,Vegan,Tier 2
U_B07_09174,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09175,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09176,Budget Parent,High-Protein,Tier 1
U_B07_09177,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09178,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09179,Premium Gourmet,High-Protein,Tier 3
U_B07_09180,Gen-Z Trendseeker,High-Protein,Tier 1
U_B07_09181,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09182,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09183,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09184,Budget Parent,Vegan,Tier 2
U_B07_09185,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09186,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09187,Premium Gourmet,Luxury,Tier 1
U_B07_09188,Budget Parent,Vegan,Tier 1
U_B07_09189,Budget Parent,Vegan,Tier 2
U_B07_09190,Fitness Enthusiast,Vegan,Tier 3
U_B07_09191,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B07_09192,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09193,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B07_09194,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09195,Fitness Enthusiast,Luxury,Tier 1
U_B07_09196,Premium Gourmet,Vegan,Tier 3
U_B07_09197,Fitness Enthusiast,Value-Pack,Tier 1
U_B07_09198,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09199,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09200,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09201,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09202,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09203,Fitness Enthusiast,Vegan,Tier 1
U_B07_09204,Budget Parent,Luxury,Tier 3
U_B07_09205,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09206,Budget Parent,High-Protein,Tier 3
U_B07_09207,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09208,Fitness Enthusiast,Value-Pack,Tier 1
U_B07_09209,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09210,Premium Gourmet,Value-Pack,Tier 2
U_B07_09211,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09212,Budget Parent,Value-Pack,Tier 2
U_B07_09213,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09214,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09215,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09216,Premium Gourmet,Vegan,Tier 3
U_B07_09217,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09218,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B07_09219,Budget Parent,High-Protein,Tier 2
U_B07_09220,Budget Parent,High-Protein,Tier 3
U_B07_09221,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09222,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09223,Premium Gourmet,Vegan,Tier 2
U_B07_09224,Budget Parent,Luxury,Tier 2
U_B07_09225,Premium Gourmet,High-Protein,Tier 1
U_B07_09226,Budget Parent,Vegan,Tier 3
U_B07_09227,Budget Parent,Value-Pack,Tier 1
U_B07_09228,Premium Gourmet,Luxury,Tier 2
U_B07_09229,Budget Parent,Value-Pack,Tier 2
U_B07_09230,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09231,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B07_09232,Budget Parent,Luxury,Tier 2
U_B07_09233,Fitness Enthusiast,Vegan,Tier 3
U_B07_09234,Fitness Enthusiast,Value-Pack,Tier 1
U_B07_09235,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09236,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09237,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09238,Premium Gourmet,Luxury,Tier 3
U_B07_09239,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09240,Budget Parent,Vegan,Tier 2
U_B07_09241,Budget Parent,Value-Pack,Tier 3
U_B07_09242,Premium Gourmet,Value-Pack,Tier 1
U_B07_09243,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09244,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09245,Premium Gourmet,Vegan,Tier 2
U_B07_09246,Fitness Enthusiast,Vegan,Tier 3
U_B07_09247,Premium Gourmet,Vegan,Tier 3
U_B07_09248,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09249,Budget Parent,High-Protein,Tier 1
U_B07_09250,Budget Parent,Luxury,Tier 3
U_B07_09251,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09252,Fitness Enthusiast,Luxury,Tier 3
U_B07_09253,Premium Gourmet,High-Protein,Tier 3
U_B07_09254,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09255,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09256,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09257,Premium Gourmet,Luxury,Tier 1
U_B07_09258,Premium Gourmet,Luxury,Tier 3
U_B07_09259,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09260,Budget Parent,Luxury,Tier 3
U_B07_09261,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09262,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09263,Fitness Enthusiast,Luxury,Tier 2
U_B07_09264,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09265,Budget Parent,High-Protein,Tier 2
U_B07_09266,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09267,Budget Parent,High-Protein,Tier 1
U_B07_09268,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09269,Premium Gourmet,Luxury,Tier 3
U_B07_09270,Fitness Enthusiast,Vegan,Tier 3
U_B07_09271,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09272,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09273,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09274,Premium Gourmet,Luxury,Tier 3
U_B07_09275,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09276,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09277,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09278,Premium Gourmet,Value-Pack,Tier 1
U_B07_09279,Premium Gourmet,Luxury,Tier 3
U_B07_09280,Budget Parent,Vegan,Tier 3
U_B07_09281,Premium Gourmet,Luxury,Tier 3
U_B07_09282,Budget Parent,Value-Pack,Tier 3
U_B07_09283,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_09284,Premium Gourmet,High-Protein,Tier 1
U_B07_09285,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09286,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09287,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09288,Gen-Z Trendseeker,High-Protein,Tier 3
U_B07_09289,Budget Parent,Value-Pack,Tier 2
U_B07_09290,Premium Gourmet,High-Protein,Tier 2
U_B07_09291,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09292,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B07_09293,Premium Gourmet,Value-Pack,Tier 1
U_B07_09294,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09295,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09296,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09297,Premium Gourmet,High-Protein,Tier 1
U_B07_09298,Premium Gourmet,High-Protein,Tier 3
U_B07_09299,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09300,Premium Gourmet,Sustainable Packaging,Tier 2
U_B07_09301,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09302,Premium Gourmet,Value-Pack,Tier 1
U_B07_09303,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09304,Budget Parent,Vegan,Tier 3
U_B07_09305,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09306,Premium Gourmet,Vegan,Tier 1
U_B07_09307,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09308,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09309,Gen-Z Trendseeker,High-Protein,Tier 1
U_B07_09310,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09311,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09312,Premium Gourmet,Luxury,Tier 2
U_B07_09313,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09314,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09315,Budget Parent,Luxury,Tier 2
U_B07_09316,Budget Parent,Vegan,Tier 3
U_B07_09317,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B07_09318,Premium Gourmet,Luxury,Tier 1
U_B07_09319,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_09320,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09321,Budget Parent,Luxury,Tier 3
U_B07_09322,Premium Gourmet,High-Protein,Tier 1
U_B07_09323,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09324,Budget Parent,High-Protein,Tier 3
U_B07_09325,Budget Parent,Luxury,Tier 3
U_B07_09326,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_09327,Premium Gourmet,High-Protein,Tier 2
U_B07_09328,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09329,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B07_09330,Fitness Enthusiast,Luxury,Tier 2
U_B07_09331,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09332,Budget Parent,High-Protein,Tier 3
U_B07_09333,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09334,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09335,Premium Gourmet,High-Protein,Tier 1
U_B07_09336,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09337,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09338,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09339,Fitness Enthusiast,Vegan,Tier 2
U_B07_09340,Budget Parent,Vegan,Tier 1
U_B07_09341,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09342,Gen-Z Trendseeker,Luxury,Tier 3
U_B07_09343,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_09344,Fitness Enthusiast,Luxury,Tier 1
U_B07_09345,Fitness Enthusiast,Luxury,Tier 3
U_B07_09346,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09347,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09348,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09349,Budget Parent,Vegan,Tier 1
U_B07_09350,Budget Parent,Sustainable Packaging,Tier 1
U_B07_09351,Budget Parent,Vegan,Tier 1
U_B07_09352,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09353,Premium Gourmet,High-Protein,Tier 3
U_B07_09354,Budget Parent,Value-Pack,Tier 3
U_B07_09355,Premium Gourmet,High-Protein,Tier 3
U_B07_09356,Fitness Enthusiast,Luxury,Tier 3
U_B07_09357,Premium Gourmet,Vegan,Tier 3
U_B07_09358,Gen-Z Trendseeker,Vegan,Tier 3
U_B07_09359,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09360,Gen-Z Trendseeker,High-Protein,Tier 2
U_B07_09361,Budget Parent,Vegan,Tier 3
U_B07_09362,Budget Parent,Value-Pack,Tier 3
U_B07_09363,Fitness Enthusiast,Vegan,Tier 1
U_B07_09364,Fitness Enthusiast,Vegan,Tier 1
U_B07_09365,Premium Gourmet,Luxury,Tier 2
U_B07_09366,Premium Gourmet,Vegan,Tier 1
U_B07_09367,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09368,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09369,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09370,Budget Parent,Luxury,Tier 1
U_B07_09371,Fitness Enthusiast,High-Protein,Tier 3
U_B07_09372,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09373,Premium Gourmet,Sustainable Packaging,Tier 3
U_B07_09374,Fitness Enthusiast,Vegan,Tier 1
U_B07_09375,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09376,Gen-Z Trendseeker,Luxury,Tier 2
U_B07_09377,Premium Gourmet,Sustainable Packaging,Tier 1
U_B07_09378,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09379,Fitness Enthusiast,Value-Pack,Tier 2
U_B07_09380,Fitness Enthusiast,High-Protein,Tier 1
U_B07_09381,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09382,Budget Parent,High-Protein,Tier 1
U_B07_09383,Premium Gourmet,Luxury,Tier 2
U_B07_09384,Budget Parent,Sustainable Packaging,Tier 2
U_B07_09385,Budget Parent,Value-Pack,Tier 3
U_B07_09386,Premium Gourmet,Luxury,Tier 1
U_B07_09387,Premium Gourmet,Vegan,Tier 1
U_B07_09388,Premium Gourmet,High-Protein,Tier 2
U_B07_09389,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09390,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B07_09391,Fitness Enthusiast,Value-Pack,Tier 3
U_B07_09392,Premium Gourmet,Value-Pack,Tier 3
U_B07_09393,Fitness Enthusiast,Vegan,Tier 2
U_B07_09394,Fitness Enthusiast,High-Protein,Tier 2
U_B07_09395,Budget Parent,Value-Pack,Tier 2
U_B07_09396,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09397,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09398,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B07_09399,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09400,Gen-Z Trendseeker,Vegan,Tier 1
U_B07_09401,Fitness Enthusiast,Luxury,Tier 2
U_B07_09402,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B07_09403,Premium Gourmet,Luxury,Tier 2
U_B07_09404,Gen-Z Trendseeker,Luxury,Tier 1
U_B07_09405,Gen-Z Trendseeker,Vegan,Tier 2
U_B07_09406,Premium Gourmet,Vegan,Tier 2
U_B07_09407,Budget Parent,Value-Pack,Tier 2
U_B07_09408,Premium Gourmet,Luxury,Tier 1
U_B07_09409,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B07_09410,Budget Parent,Sustainable Packaging,Tier 3
U_B07_09411,Budget Parent,Value-Pack,Tier 2
U_B07_09412,Budget Parent,Vegan,Tier 1
U_B07_09413,Fitness Enthusiast,Value-Pack,Tier 3
